VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE
-AUIJ6-UEzM	-AUIJ6-UEzM-8-rgb_front	-AUIJ6-UEzM_0	-AUIJ6-UEzM_0-8-rgb_front	0.9	12.78	And you've learned today a lot of different ways to set up adaptable seating, adaptable paddles, paddling techniques, and so forth, for adaptive canoeing programs for people with disabilities.
-AVtT8Kl-fs	-AVtT8Kl-fs-8-rgb_front	-AVtT8Kl-fs_22	-AVtT8Kl-fs_22-8-rgb_front	134.52	137.05	We have completed the lower part the base and the top part.
-AVtT8Kl-fs	-AVtT8Kl-fs-8-rgb_front	-AVtT8Kl-fs_9	-AVtT8Kl-fs_9-8-rgb_front	31.14	38.23	For the sake of what we're doing today I'm going to go ahead and say that's about as much as I want riding on the edges there.
-AZVqXtWGg0	-AZVqXtWGg0-8-rgb_front	-AZVqXtWGg0_12	-AZVqXtWGg0_12-8-rgb_front	90.52	94.64	And I'll just do the same thing, I just set the ruler to the right.
-AZVqXtWGg0	-AZVqXtWGg0-8-rgb_front	-AZVqXtWGg0_20	-AZVqXtWGg0_20-8-rgb_front	116.94	119.89	Then you can see that it separated on the second score.
-AZVqXtWGg0	-AZVqXtWGg0-8-rgb_front	-AZVqXtWGg0_22	-AZVqXtWGg0_22-8-rgb_front	124.46	141.24	And this one's going to be feisty and I'm going to have to do a third one.
-AZVqXtWGg0	-AZVqXtWGg0-8-rgb_front	-AZVqXtWGg0_6	-AZVqXtWGg0_6-8-rgb_front	47.47	51.27	And be very careful when you're using these knives because they don't play around.
-AZVqXtWGg0	-AZVqXtWGg0-8-rgb_front	-AZVqXtWGg0_9	-AZVqXtWGg0_9-8-rgb_front	75.38	82.63	Then I'll come over here and for me, personally, I like to pull the blade towards me but slowly, because you don't want to....
-Ah1r8OnmMM	-Ah1r8OnmMM-8-rgb_front	-Ah1r8OnmMM_4	-Ah1r8OnmMM_4-8-rgb_front	26.33	35.75	You want to make sure that though in between when are using different tools and stuff, you are being careful not to get too much on everything else because it's a lot to clean up later.
-Ah1r8OnmMM	-Ah1r8OnmMM-8-rgb_front	-Ah1r8OnmMM_6	-Ah1r8OnmMM_6-8-rgb_front	56.65	61.74	Ok get that piece up so I'm going for reinforcements with my, there it goes.
-AhZpejVexQ	-AhZpejVexQ-5-rgb_front	-AhZpejVexQ_4	-AhZpejVexQ_4-5-rgb_front	37.96	46.4	You want to continue this motion here for about eight to ten reps and about three to four sets.
-AhZpejVexQ	-AhZpejVexQ-5-rgb_front	-AhZpejVexQ_6	-AhZpejVexQ_6-5-rgb_front	56.83	60.87	This will help in building some thickness in the chest.
-Aiz9jYxt4g	-Aiz9jYxt4g-8-rgb_front	-Aiz9jYxt4g_3	-Aiz9jYxt4g_3-8-rgb_front	36.03	38.44	They're very inexpensive, easy to get.
-Ajh5HDqsi4	-Ajh5HDqsi4-8-rgb_front	-Ajh5HDqsi4_3	-Ajh5HDqsi4_3-8-rgb_front	10.05	13.29	Staging should be an interval part of your marketing strategy.
-B0GueDqaoY	-B0GueDqaoY-8-rgb_front	-B0GueDqaoY_5	-B0GueDqaoY_5-8-rgb_front	35.35	42.02	Or else sometimes I see a picture of horse races like this in the paper.
-B0GueDqaoY	-B0GueDqaoY-8-rgb_front	-B0GueDqaoY_7	-B0GueDqaoY_7-8-rgb_front	47.07	54.87	So one of the ways you can get ideas for doing a project like this is to maybe scan over some art books.
-B0GueDqaoY	-B0GueDqaoY-8-rgb_front	-B0GueDqaoY_8	-B0GueDqaoY_8-8-rgb_front	54.94	60.2	There's a lot of art books that are out there and all the old masters and different people or more modern things.
-B1PA__Pemg	-B1PA__Pemg-8-rgb_front	-B1PA__Pemg_1	-B1PA__Pemg_1-8-rgb_front	5.23	8.78	Now one thing that I am big on is not putting glass, sorry, with glass.
-B1PA__Pemg	-B1PA__Pemg-8-rgb_front	-B1PA__Pemg_3	-B1PA__Pemg_3-8-rgb_front	28.77	42.66	Glasses, clear glasses do not have any weight with them so if you put glass in your china cabinet you are not creating weight, you are not creating interest.
-BABPsEWA54	-BABPsEWA54-3-rgb_front	-BABPsEWA54_12	-BABPsEWA54_12-3-rgb_front	60.53	63.31	I take my one by one cardboard.
-BABPsEWA54	-BABPsEWA54-3-rgb_front	-BABPsEWA54_20	-BABPsEWA54_20-3-rgb_front	99.99	102.5	I have two sides going right down here.
-BABPsEWA54	-BABPsEWA54-3-rgb_front	-BABPsEWA54_22	-BABPsEWA54_22-3-rgb_front	105.26	112.74	Now, what I want to do is I want to take the bottom and I'm going to fold this up.
-BABPsEWA54	-BABPsEWA54-3-rgb_front	-BABPsEWA54_7	-BABPsEWA54_7-3-rgb_front	30.63	35.61	Next thing is I shake out my shirt.
-BABPsEWA54	-BABPsEWA54-3-rgb_front	-BABPsEWA54_8	-BABPsEWA54_8-3-rgb_front	35.64	40.28	I want to make sure all the buttons are done up.
-BFCJ9zmfOo	-BFCJ9zmfOo-8-rgb_front	-BFCJ9zmfOo_15	-BFCJ9zmfOo_15-8-rgb_front	65.56	66.29	That's nice.
-BFCJ9zmfOo	-BFCJ9zmfOo-8-rgb_front	-BFCJ9zmfOo_25	-BFCJ9zmfOo_25-8-rgb_front	111.32	116.28	So, look at how beautiful this is without any oil at all.
-BFCJ9zmfOo	-BFCJ9zmfOo-8-rgb_front	-BFCJ9zmfOo_4	-BFCJ9zmfOo_4-8-rgb_front	21.41	32.79	Now, here's the part where we're going to peel it back, and what I'm letting the cracker known here is that I need him to let go.
-BKq3iOBB9k	-BKq3iOBB9k-3-rgb_front	-BKq3iOBB9k_12	-BKq3iOBB9k_12-3-rgb_front	48.5	55.98	I can't build a relationship with you if I can't see your face.
-BKq3iOBB9k	-BKq3iOBB9k-3-rgb_front	-BKq3iOBB9k_20	-BKq3iOBB9k_20-3-rgb_front	103.85	107.26	Remember, only if you're funny.
-BKq3iOBB9k	-BKq3iOBB9k-3-rgb_front	-BKq3iOBB9k_22	-BKq3iOBB9k_22-3-rgb_front	111.21	113.46	That way they can keep your organized.
-BKq3iOBB9k	-BKq3iOBB9k-3-rgb_front	-BKq3iOBB9k_4	-BKq3iOBB9k_4-3-rgb_front	17.54	22.39	But a lot of people like to work straight off a piece of paper off of their outline.
-BKq3iOBB9k	-BKq3iOBB9k-3-rgb_front	-BKq3iOBB9k_6	-BKq3iOBB9k_6-3-rgb_front	26.43	27.76	That's one.
-BKq3iOBB9k	-BKq3iOBB9k-3-rgb_front	-BKq3iOBB9k_9	-BKq3iOBB9k_9-3-rgb_front	38.94	41.53	And that would be problem two.
-BRSDqMCi0w	-BRSDqMCi0w-8-rgb_front	-BRSDqMCi0w_1	-BRSDqMCi0w_1-8-rgb_front	3.94	9.97	Now there's so many studies telling you different things about different times, about eating different meals and what's going to be best for different people.
-BRSDqMCi0w	-BRSDqMCi0w-8-rgb_front	-BRSDqMCi0w_3	-BRSDqMCi0w_3-8-rgb_front	14.0	21.85	If you're a morning person, exercise in the morning, if you're a night person, you get a big kick at night, exercise at night.
-BWRIFAD4_s	-BWRIFAD4_s-8-rgb_front	-BWRIFAD4_s_5	-BWRIFAD4_s_5-8-rgb_front	59.01	76.87	For the graham cracker crust we will be using 1 1/2 cups of ground up graham crackers, this 1 1/2 cups is also 1 package of the graham crackers ground up or 5 ounces if you want to weigh it.
-BWRIFAD4_s	-BWRIFAD4_s-8-rgb_front	-BWRIFAD4_s_7	-BWRIFAD4_s_7-8-rgb_front	88.82	95.26	1/4 cup of sugar and 1/3 cup of margarine.
-BWRIFAD4_s	-BWRIFAD4_s-8-rgb_front	-BWRIFAD4_s_8	-BWRIFAD4_s_8-8-rgb_front	95.62	108.9	For the ganache layer we are going to use a ganache layer and a ganache topping we are using 8 ounces of the semi sweet chocolate and a 1/2 cup of cream.
-BhMzw-Pem0	-BhMzw-Pem0-8-rgb_front	-BhMzw-Pem0_0	-BhMzw-Pem0_0-8-rgb_front	0.6	6.38	At this point we're talking about securing the artwork to the thermographic paper.
-BhMzw-Pem0	-BhMzw-Pem0-8-rgb_front	-BhMzw-Pem0_14	-BhMzw-Pem0_14-8-rgb_front	67.47	69.64	And in this particular case, that is what we need.
-BhMzw-Pem0	-BhMzw-Pem0-8-rgb_front	-BhMzw-Pem0_2	-BhMzw-Pem0_2-8-rgb_front	10.57	15.59	So at this point, I got gloves on, I've got the thermograph paper cut to size.
-Bo59KWo7vc	-Bo59KWo7vc-8-rgb_front	-Bo59KWo7vc_5	-Bo59KWo7vc_5-8-rgb_front	36.4	48.12	I want to form an after school program that involves at risk teens be able to overcome their differences so that we can bridge the gaps of our society and our future.
-Bo59KWo7vc	-Bo59KWo7vc-8-rgb_front	-Bo59KWo7vc_7	-Bo59KWo7vc_7-8-rgb_front	55.64	62.29	Be confident about your goals and state specifically how you plan to reach those goals.
-BrxzwEb3E8	-BrxzwEb3E8-8-rgb_front	-BrxzwEb3E8_5	-BrxzwEb3E8_5-8-rgb_front	59.23	60.42	That's a great way to do that.
-Bz0BNwqAE4	-Bz0BNwqAE4-5-rgb_front	-Bz0BNwqAE4_0	-Bz0BNwqAE4_0-5-rgb_front	0.54	8.68	BRYAN BILLHIMER: Hi.
-Bz0BNwqAE4	-Bz0BNwqAE4-5-rgb_front	-Bz0BNwqAE4_10	-Bz0BNwqAE4_10-5-rgb_front	79.86	81.62	I have a few different ones here.
-Bz0BNwqAE4	-Bz0BNwqAE4-5-rgb_front	-Bz0BNwqAE4_12	-Bz0BNwqAE4_12-5-rgb_front	85.81	88.12	That's a medium pick.
-CAPvlP0BvY	-CAPvlP0BvY-8-rgb_front	-CAPvlP0BvY_1	-CAPvlP0BvY_1-8-rgb_front	4.22	14.36	If you're grilling and some of your meat juices or in our case brochette oil drips on your grill and you've got a little fire starting, it's always wise to keep a spray bottle of clean water.
-CAPvlP0BvY	-CAPvlP0BvY-8-rgb_front	-CAPvlP0BvY_3	-CAPvlP0BvY_3-8-rgb_front	18.77	21.76	And in addition to that, always, always have nearby your trusty fire extinguisher.
-CBJ6FWZl08	-CBJ6FWZl08-8-rgb_front	-CBJ6FWZl08_0	-CBJ6FWZl08_0-8-rgb_front	1.92	10.18	In this segment we are going to cover the overhead serve and this is very similar to a tennis serve or an overhead smash.
-CBJ6FWZl08	-CBJ6FWZl08-8-rgb_front	-CBJ6FWZl08_2	-CBJ6FWZl08_2-8-rgb_front	25.73	43.69	So it's a pretty good serve, the good news about it is that you are able to really drill the ball at your opponent and a lot of people if you hit the ball at an angle about their shoulder height with a lot of pace, they have a hard time with it.
-CI0wTBVlaI	-CI0wTBVlaI-8-rgb_front	-CI0wTBVlaI_4	-CI0wTBVlaI_4-8-rgb_front	19.4	22.02	And some just like to be misted or sprayed with a misting bottle.
-CI0wTBVlaI	-CI0wTBVlaI-8-rgb_front	-CI0wTBVlaI_6_7	-CI0wTBVlaI_6_7-8-rgb_front	29.04	37.9	And then they will preen their feathers to put them in the shape that they need to be in. But also you need to pay attention to their beak.
-CM5y50t9yg	-CM5y50t9yg-8-rgb_front	-CM5y50t9yg_6	-CM5y50t9yg_6-8-rgb_front	17.66	29.06	Not 15 minutes before your race but typically 2 to 3 hours before your race, you want to have something that has some substance, some complex carbs.
-CM5y50t9yg	-CM5y50t9yg-8-rgb_front	-CM5y50t9yg_9	-CM5y50t9yg_9-8-rgb_front	44.21	47.06	Don't go into your race dehydrated.
-CYcSZkXFLs	-CYcSZkXFLs-8-rgb_front	-CYcSZkXFLs_6	-CYcSZkXFLs_6-8-rgb_front	56.35	63.6	But the most important thing, the most important defense is going to be your topical skin application and your clothing treatment.
-CZLAzGuTSk	-CZLAzGuTSk-8-rgb_front	-CZLAzGuTSk_4	-CZLAzGuTSk_4-8-rgb_front	26.46	28.98	So here's our facility in Milipitas, California.
-CiUc2Gk4v8	-CiUc2Gk4v8-8-rgb_front	-CiUc2Gk4v8_7	-CiUc2Gk4v8_7-8-rgb_front	36.35	38.48	This will insure maximum safety when using your tool.
-CiUc2Gk4v8	-CiUc2Gk4v8-8-rgb_front	-CiUc2Gk4v8_8	-CiUc2Gk4v8_8-8-rgb_front	40.86	56.26	Now, although it is not recommended to use an extension chord, if you do have a situation where you need to use one to reach your location, you want to make sure that the extension chord is of the proper rating.
-CmdMw3PKV8	-CmdMw3PKV8-8-rgb_front	-CmdMw3PKV8_13	-CmdMw3PKV8_13-8-rgb_front	79.79	82.01	The vintage shoes sometimes, they just need a little more help.
-CmdMw3PKV8	-CmdMw3PKV8-8-rgb_front	-CmdMw3PKV8_21	-CmdMw3PKV8_21-8-rgb_front	125.08	129.33	Just these ones are modern and it's great because you're going to find your size.
-CmdMw3PKV8	-CmdMw3PKV8-8-rgb_front	-CmdMw3PKV8_23	-CmdMw3PKV8_23-8-rgb_front	132.23	135.53	They look like they could be a vintage with some great detailing on them.
-CmdMw3PKV8	-CmdMw3PKV8-8-rgb_front	-CmdMw3PKV8_33	-CmdMw3PKV8_33-8-rgb_front	166.53	167.71	You might find something.
-CmdMw3PKV8	-CmdMw3PKV8-8-rgb_front	-CmdMw3PKV8_5	-CmdMw3PKV8_5-8-rgb_front	31.4	38.24	Now, one type of vintage shoe that I absolutely love and a lot of vintage know hower's out there know they're really fun.
-CmdMw3PKV8	-CmdMw3PKV8-8-rgb_front	-CmdMw3PKV8_8	-CmdMw3PKV8_8-8-rgb_front	47.85	51.41	But, when you look closely, these just have amazing detail.
-CtWAhfREEc	-CtWAhfREEc-8-rgb_front	-CtWAhfREEc_13	-CtWAhfREEc_13-8-rgb_front	55.92	60.02	And never do the same trick twice, and have a good time.
-CtWAhfREEc	-CtWAhfREEc-8-rgb_front	-CtWAhfREEc_6	-CtWAhfREEc_6-8-rgb_front	31.53	34.0	It's a form of entertainment that helps people really relax.
-CtWAhfREEc	-CtWAhfREEc-8-rgb_front	-CtWAhfREEc_9	-CtWAhfREEc_9-8-rgb_front	41.35	42.33	But again, enjoy.
-DQ1scNd-M8	-DQ1scNd-M8-8-rgb_front	-DQ1scNd-M8_3	-DQ1scNd-M8_3-8-rgb_front	20.53	26.48	So the first thing I need to do is prepare the clay for the extruder.
-DV52J2dGWQ	-DV52J2dGWQ-8-rgb_front	-DV52J2dGWQ_2	-DV52J2dGWQ_2-8-rgb_front	7.49	11.43	Number one it can help you to create the style that you would like and the style that you are looking to achieve.
-Db1NJJFmVI	-Db1NJJFmVI-8-rgb_front	-Db1NJJFmVI_23_24	-Db1NJJFmVI_23_24-8-rgb_front	60.59	67.0	The whole foot is going to be pointed straight and I'm going to hook that all the way across. Ok. That's our kicking position.
-E1QuB_rCYs	-E1QuB_rCYs-8-rgb_front	-E1QuB_rCYs_4	-E1QuB_rCYs_4-8-rgb_front	18.11	20.6	You can solely concentrate on the line up.
-EAXGeHv9U4	-EAXGeHv9U4-8-rgb_front	-EAXGeHv9U4_11	-EAXGeHv9U4_11-8-rgb_front	103.91	106.41	And then we're going to put that on there.
-EAXGeHv9U4	-EAXGeHv9U4-8-rgb_front	-EAXGeHv9U4_13	-EAXGeHv9U4_13-8-rgb_front	116.33	122.48	Like that, put that down, see how it steams, and it's sealing it shut for us right now.
-EAXGeHv9U4	-EAXGeHv9U4-8-rgb_front	-EAXGeHv9U4_2	-EAXGeHv9U4_2-8-rgb_front	13.49	29.65	We used the zigzag stitch around, and turn it right side out, and we actually have a little spot that we're going to slip-stitch but I had an epiphany as I was ironing, because you are going to want to just iron your placemat so all of your edges are nice and flat.
-EdUkSqns3U	-EdUkSqns3U-3-rgb_front	-EdUkSqns3U_4	-EdUkSqns3U_4-3-rgb_front	49.13	53.97	So, how does that work in a real example?
-EgUpIYXF3k	-EgUpIYXF3k-8-rgb_front	-EgUpIYXF3k_0	-EgUpIYXF3k_0-8-rgb_front	0.95	3.46	Now how do we practice for Tribal belly dancing?
-EgUpIYXF3k	-EgUpIYXF3k-8-rgb_front	-EgUpIYXF3k_11	-EgUpIYXF3k_11-8-rgb_front	55.2	56.13	Your chest is lifted.
-EsVrbRTMU4	-EsVrbRTMU4-8-rgb_front	-EsVrbRTMU4_15	-EsVrbRTMU4_15-8-rgb_front	63.39	65.36	An infielder's glove is much smaller.
-EsVrbRTMU4	-EsVrbRTMU4-8-rgb_front	-EsVrbRTMU4_4	-EsVrbRTMU4_4-8-rgb_front	14.6	17.78	Gloves are made up of just a very few basic things.
-F6vN4bOBWs	-F6vN4bOBWs-8-rgb_front	-F6vN4bOBWs_14	-F6vN4bOBWs_14-8-rgb_front	101.39	101.75	Right?
-F6vN4bOBWs	-F6vN4bOBWs-8-rgb_front	-F6vN4bOBWs_5	-F6vN4bOBWs_5-8-rgb_front	28.73	38.18	"It's really hard to be honest and look inside ourselves and say, ""okay, what did I do to contribute to this breakup"", if anything, maybe nothing, but, it's good for you to take a look at that and analyze it."
-F6vN4bOBWs	-F6vN4bOBWs-8-rgb_front	-F6vN4bOBWs_7	-F6vN4bOBWs_7-8-rgb_front	57.07	64.57	Or, you maybe what we call externally driven, where you need to throw yourself in a lot of activities and laughter and jokes.
-F6vN4bOBWs	-F6vN4bOBWs-8-rgb_front	-F6vN4bOBWs_8	-F6vN4bOBWs_8-8-rgb_front	64.79	67.08	I would strongly recommend laughter is the best medicine.
-F8wNvnNQNs	-F8wNvnNQNs-8-rgb_front	-F8wNvnNQNs_4	-F8wNvnNQNs_4-8-rgb_front	38.22	41.66	So you need to be very conservative with your water use here.
-FC7u7u8AWo	-FC7u7u8AWo-8-rgb_front	-FC7u7u8AWo_1	-FC7u7u8AWo_1-8-rgb_front	2.46	8.7	We're going to utilize straps, blocks, different variations of your seated poses.
-FC7u7u8AWo	-FC7u7u8AWo-8-rgb_front	-FC7u7u8AWo_3	-FC7u7u8AWo_3-8-rgb_front	16.18	26.6	So what you're going to want to do is be sure that you have some blocks, pillows, some things that you'll be able to do so that when you're sitting, your hips will be higher than your knees.
-FE9cQO9pmU	-FE9cQO9pmU-8-rgb_front	-FE9cQO9pmU_14	-FE9cQO9pmU_14-8-rgb_front	83.52	92.38	He's going to say, yes, and, and then fill in the rest of his line, and we're going to go back and forth like that until we've got our product, all the product's features, its names, and the entire marketing plan.
-FE9cQO9pmU	-FE9cQO9pmU-8-rgb_front	-FE9cQO9pmU_4	-FE9cQO9pmU_4-8-rgb_front	22.08	33.92	And how it works is you're going to get with your team, you can break up into groups of three, of four or five I think is a good size, it could go up to eight or ten.
-FmyGR0GA_E	-FmyGR0GA_E-8-rgb_front	-FmyGR0GA_E_13	-FmyGR0GA_E_13-8-rgb_front	116.43	119.52	If you have any questions, give your local outfitter a howler.
-FmyGR0GA_E	-FmyGR0GA_E-8-rgb_front	-FmyGR0GA_E_2	-FmyGR0GA_E_2-8-rgb_front	18.98	32.25	What that means is you're going to have to have a pack that can carry heavier loads, but if you're able to go into town, say go to the grocery store and buy more food, then you can carry less food and just resupply as you go along.
-_3bUhnn4PU	-_3bUhnn4PU-8-rgb_front	-_3bUhnn4PU_11	-_3bUhnn4PU_11-8-rgb_front	39.02	42.73	I've got a gum eraser or some people call it a kneaded eraser.
-_3bUhnn4PU	-_3bUhnn4PU-8-rgb_front	-_3bUhnn4PU_3	-_3bUhnn4PU_3-8-rgb_front	9.98	11.04	A face of a woman.
-_6Fmz29bhU	-_6Fmz29bhU-1-rgb_front	-_6Fmz29bhU_10	-_6Fmz29bhU_10-1-rgb_front	51.01	53.96	The reason I'm having Jeff stand here is because I messed this shot up once.
-_6Fmz29bhU	-_6Fmz29bhU-1-rgb_front	-_6Fmz29bhU_12	-_6Fmz29bhU_12-1-rgb_front	59.14	61.92	I really got in trouble with the management.
-_6Fmz29bhU	-_6Fmz29bhU-1-rgb_front	-_6Fmz29bhU_22	-_6Fmz29bhU_22-1-rgb_front	99.52	100.09	Pretty simple.
-_6Fmz29bhU	-_6Fmz29bhU-1-rgb_front	-_6Fmz29bhU_4	-_6Fmz29bhU_4-1-rgb_front	10.16	14.46	What I got here is I've got the one ball and the 9 ball holding up the 8 ball.
-_6Fmz29bhU	-_6Fmz29bhU-1-rgb_front	-_6Fmz29bhU_6	-_6Fmz29bhU_6-1-rgb_front	17.08	27.48	Take your hand, hold the 2 balls against the rail, just kind of hammer them down a little bit, rest the 8 ball on top of them, and let go.
-_6Fmz29bhU	-_6Fmz29bhU-1-rgb_front	-_6Fmz29bhU_9	-_6Fmz29bhU_9-1-rgb_front	49.33	50.73	Alright Jeff, I want you to come here and stand right where I'm standing.
-a9uCz7Bo5E	-a9uCz7Bo5E-8-rgb_front	-a9uCz7Bo5E_1	-a9uCz7Bo5E_1-8-rgb_front	6.75	11.3	Well of course from our starting point, there are essentially, it boils down to three types of dragons.
-a9uCz7Bo5E	-a9uCz7Bo5E-8-rgb_front	-a9uCz7Bo5E_17	-a9uCz7Bo5E_17-8-rgb_front	190.69	197.75	Probably again there is a lot of influence on, on monitor lizards here, Komodo dragons and the like.
-a9uCz7Bo5E	-a9uCz7Bo5E-8-rgb_front	-a9uCz7Bo5E_18	-a9uCz7Bo5E_18-8-rgb_front	198.17	203.98	I have and affection for doing pupilless on dragons to make them look more mystical.
-a9uCz7Bo5E	-a9uCz7Bo5E-8-rgb_front	-a9uCz7Bo5E_27	-a9uCz7Bo5E_27-8-rgb_front	257.71	259.81	Wings basically follow a bat wing.
-a9uCz7Bo5E	-a9uCz7Bo5E-8-rgb_front	-a9uCz7Bo5E_28	-a9uCz7Bo5E_28-8-rgb_front	259.89	266.64	They have an elbow and then essentially fingers, all stem from the same spot.
-aEP1MfoUSU	-aEP1MfoUSU-8-rgb_front	-aEP1MfoUSU_7	-aEP1MfoUSU_7-8-rgb_front	41.74	54.72	So okay I run for this long this many hours, this many minutes, you go ahead and time your self put on a wrist watch or get someone to hold a stopwatch for you, but go ahead maybe put on some type of distance, and say I'm going to run this far and run that distance and know how well you do.
-aEP1MfoUSU	-aEP1MfoUSU-8-rgb_front	-aEP1MfoUSU_8	-aEP1MfoUSU_8-8-rgb_front	54.78	67.48	You can slowly expand on that, and if you are trying to do a specific kind of competition, go ahead and see what those requirements are for that competition, speed is, how fast people usually do things and how do they feel afterwards.
-aF-wabKgGs	-aF-wabKgGs-8-rgb_front	-aF-wabKgGs_11	-aF-wabKgGs_11-8-rgb_front	98.84	101.98	Cause you don't want to use the fabric scissors.
-aF-wabKgGs	-aF-wabKgGs-8-rgb_front	-aF-wabKgGs_4	-aF-wabKgGs_4-8-rgb_front	24.79	33.49	You want a place cut out for your nose so you basically make a long oval and then we're going to cut out for the nose.
-aF-wabKgGs	-aF-wabKgGs-8-rgb_front	-aF-wabKgGs_6	-aF-wabKgGs_6-8-rgb_front	43.43	50.25	You just go ahead and trace it we're going to lift up the little nose guard part and come back down.
-aF-wabKgGs	-aF-wabKgGs-8-rgb_front	-aF-wabKgGs_9	-aF-wabKgGs_9-8-rgb_front	69.06	86.67	What you do when you are actually free handing something is you go ahead and just fold it in half and then we'll cut it out so the other side is the exact same shape.
